1479,15630725,FYNN,649,0,0,45,92786.66,1,1,0,173365.9,1
5014,15626795,Gorman,672,1,0,40,0.0,1,1,0,113171.61,2
1560,15671032,GERI,760,0,1,42,77992.97,2,1,1,97906.38,2
8886,15815125,Michael,668,2,1,45,102486.21,2,1,1,158379.25,2
3987,15794345,TANA,706,0,1,38,0.0,2,0,1,46635.11,2
4430,15686463,YOLANDA,626,1,1,38,141074.59,1,1,0,52795.56,2
3952,15619972,TABER,807,0,0,47,167664.83,1,0,0,125440.11,1
2933,15724858,MINIYA,688,1,0,54,0.0,1,1,0,191212.63,1
6420,15767804,Feng,729,2,1,44,0.0,2,1,0,151733.43,2
714,LP001527,CHARIS,501,1,0,41,144260.5,1,1,0,172114.67,2
8090,15623357,Onio,692,1,1,24,120596.93,1,0,1,180490.53,2
6059,15684868,Cameron,668,0,1,56,110993.79,1,1,0,134396.64,1
8712,15673995,Tu,516,2,0,65,102541.1,1,1,0,181490.42,1
4186,15642570,TYRONE,675,1,1,35,0.0,2,1,0,29062.25,2
4380,15808831,XENOS,669,2,1,29,0.0,2,1,1,138145.62,2
7814,15592751,Okwudiliolisa,684,1,0,63,81245.79,1,1,0,69643.31,1
844,LP002286,COLUMBIA,773,2,0,41,0.0,1,1,0,28266.9,2
656,LP001221,CARMINE,498,2,1,25,121702.73,1,1,1,132210.49,2
7220,15761554,Blackburn,581,1,1,54,89299.81,1,0,0,5558.47,1
983,15792360,DAVIS,668,0,1,32,0.0,2,1,1,777.37,2
7440,15812918,Scott,432,1,0,27,62339.81,2,0,0,53874.67,2
8895,15631222,Cattaneo,485,2,0,39,75339.64,1,1,1,70665.16,2
599,LP002945,CAIN,683,0,0,57,162448.69,1,0,0,9221.78,1
5351,15647965,Genovese,477,1,0,57,114023.64,2,1,1,71167.17,2
4222,15621064,UTA,701,2,1,23,186101.18,2,1,1,76611.33,2
1423,15794874,FLETCHER,696,0,1,41,127523.75,1,0,1,191417.42,2
3647,15610900,RUPERT,770,2,0,70,110738.89,1,1,0,22666.77,1
4388,15665460,YADID,732,0,0,67,0.0,2,1,1,177783.04,2
2607,15715707,LYNDEL,657,0,1,32,118829.03,2,1,1,73127.61,2
4229,15691061,VALENTINE,740,0,0,37,0.0,2,1,1,73225.31,2
1097,15813168,DOMINICK,756,0,0,39,100717.85,3,1,1,73406.04,2
8941,15658148,Udokamma,657,2,1,38,0.0,2,1,0,185827.74,2
5815,15725882,Feng,618,1,0,40,133245.52,2,1,1,54495.82,2
3707,15657565,SASILVIA,629,1,0,44,125512.98,2,0,0,79082.76,2
2847,15674950,MELANIE,544,1,1,39,142406.43,2,1,0,146637.45,2
468,LP002501,BIRCH,816,1,0,38,130878.75,3,1,0,71905.77,2
8315,15734177,Donahue,643,0,1,33,0.0,2,1,1,152992.04,2
4596,15782360,Rogers,743,2,1,65,131935.51,1,1,1,96399.67,2
3726,15626474,SEANNA,686,2,0,31,0.0,2,1,0,4802.25,2
6451,15781409,Lazarev,834,2,0,28,0.0,1,1,0,74287.53,2
6847,15809309,Longo,689,0,0,40,154251.67,1,0,1,118319.5,2
3892,15748854,STARR,723,2,0,28,91938.31,1,1,0,143481.85,2
7408,15766663,Mahmood,639,1,1,22,0.0,2,1,0,28188.96,2
5893,15669219,Wilson,588,0,1,35,104356.38,1,1,0,94498.82,2
5302,15606177,Crawford,672,1,1,39,0.0,2,1,0,87372.49,2
4809,15610755,Napolitano,643,0,0,33,137811.75,1,1,1,184856.89,2
8149,15572777,Meng,780,0,1,47,86006.21,1,1,1,37973.13,2
3932,15774133,SUSIE,706,1,0,35,178032.53,1,0,1,42181.68,2
9673,15723013,Sutherland,613,0,1,28,76656.4,2,1,1,185483.24,2
1313,15596181,ESHE,542,0,1,38,65942.26,1,1,1,68093.23,2
1943,15651713,JARRETT,684,2,1,45,148071.39,1,1,0,183575.01,2
842,LP002270,COLMAN,818,0,0,31,186796.37,1,0,0,178252.63,2
5793,15795186,Leonard,562,0,1,38,0.0,1,1,0,115700.2,2
3684,15727197,SAM,576,0,0,52,170228.59,2,0,0,148477.57,1
8877,15712807,Robertson,556,0,1,46,131764.96,1,1,1,108500.66,2
5661,15737133,P'eng,706,2,1,68,114386.85,1,1,1,28601.68,2
4448,15716381,YVETTE,666,1,0,50,109062.28,1,1,1,140136.1,2
3067,15789815,NATHAN,503,1,0,28,0.0,2,1,0,125918.17,2
8136,15716605,Chukwufumnanya,710,0,0,24,103099.17,2,1,0,173276.62,2
5958,15765532,Horton,612,2,1,76,96166.88,1,1,1,191393.26,2
4679,15589147,Frolov,580,2,1,61,125921.37,1,1,1,94677.83,2
2870,15594084,MERCER,524,0,1,22,0.0,2,1,0,74405.34,2
2536,15578809,LONA,651,2,1,40,134760.21,2,0,0,174434.06,2
5483,15642619,Mayne,603,0,1,46,0.0,2,1,0,174478.54,2
4303,15791867,WAFA,544,2,1,44,108895.93,1,0,0,69228.2,2
5609,15605113,Sutherland,518,1,0,27,133801.49,1,1,1,143315.57,2
7528,15611409,Sun,676,1,1,35,0.0,2,0,0,139911.58,2
1535,15782736,GAZALI,573,1,0,47,152522.47,1,0,1,164038.07,2
8111,15751524,Chigozie,677,1,0,36,68806.84,1,1,0,33075.24,2
6700,15809999,Gordon,709,0,0,41,150300.65,2,1,0,71672.86,2
4697,15699467,Connor,631,0,0,41,0.0,1,0,0,87959.83,2
2581,15731790,LUCIUS,697,0,0,38,132591.36,1,1,1,7387.8,2
7179,15678210,Robson,684,0,1,38,105069.98,2,1,1,198355.28,2
4645,15714240,Ponomarev,712,1,1,74,0.0,2,0,0,151425.82,1
4859,15632050,Liebe,779,2,0,41,99786.2,1,1,0,86927.53,2
5947,15683118,Rechner,590,2,1,32,0.0,2,1,0,138889.15,2
9823,15781298,Hughes,808,1,1,39,124216.93,1,0,1,171442.36,2
4674,15764661,Wang,644,1,1,33,0.0,1,1,0,96420.58,2
3342,15640866,PAULOS,718,0,0,29,0.0,1,0,1,134462.29,2
1377,15587233,FAYE,457,0,1,41,73700.12,3,1,1,185750.02,2
9321,15780215,Berry,636,2,1,31,0.0,2,1,1,2382.61,2
6276,15814940,Lawrence,642,2,0,33,0.0,2,1,1,150475.14,2
1309,15662294,ERVIN,710,2,1,33,118327.17,2,1,1,192928.82,2
7570,15642448,Onyemauchechukwu,656,0,1,28,120047.77,1,1,1,137173.39,2
7359,15797767,Ikedinachukwu,600,0,0,49,0.0,1,0,1,148087.88,2
2253,15604782,KIERSTEN,733,0,0,33,187257.94,1,0,1,190430.81,2
9893,15796370,Shah,604,2,1,40,155455.43,1,0,1,113581.85,2
8831,15810444,Aksenov,562,0,0,39,130565.02,1,1,0,9854.72,2
7981,15627517,Taylor,497,2,1,27,149400.27,1,0,0,167522.19,2
8851,15590201,Fiorentini,500,1,0,50,0.0,4,1,1,83866.35,2
9346,15758048,Miah,582,0,1,50,148942.0,1,1,1,116944.3,2
9277,15623989,Griffin,435,1,1,54,0.0,1,1,0,156910.46,1
522,LP002690,BREIN,850,1,1,56,131317.48,1,1,1,119175.45,2
3233,15814553,OONA,559,1,0,34,68999.66,2,1,1,66879.27,2
227,LP001754,ANNE,694,0,0,30,0.0,2,1,1,26960.31,2
3954,15633546,TACITA,652,0,0,33,124832.51,1,1,0,195877.06,2
1428,15799966,FLORAMARIA,792,2,0,59,101609.77,1,0,0,161479.19,1
8749,15673971,Houghton,655,1,0,44,146498.76,1,1,0,64853.51,1
8061,15776596,Ferri,730,1,0,39,140094.59,1,1,0,172450.04,2
5526,15782993,Pan,624,2,1,51,123401.43,2,1,1,127825.25,2
168,LP001578,AMARANTE,615,1,0,41,3333.0,1,1,0,2439.0,2
1104,15780144,DONALD,512,1,0,32,123403.85,2,1,0,80120.19,2
9090,15676526,Bentley,608,2,0,34,88772.87,1,1,1,168822.01,2
6760,15660878,T'ien,705,0,1,92,126076.24,2,1,1,34436.83,2
7649,15665374,Dumolo,610,0,0,31,0.0,2,0,0,63736.36,2
5474,15596863,Chidumaga,787,2,0,38,158373.23,1,1,1,28228.35,2
2377,15730738,LAQUETA,786,2,1,31,0.0,2,1,1,18210.36,2
297,LP001953,ASHLEY,714,0,0,31,125169.26,1,1,1,106636.89,2
1786,15589380,HONORIA,713,1,1,40,114446.84,2,1,1,87308.18,2
7685,15808223,Lea,615,1,1,41,126773.43,1,1,1,55551.26,2
7175,15785339,H?,640,0,0,50,117565.03,2,0,0,82559.77,1
4701,15773709,Hung,838,1,1,35,0.0,2,0,1,197305.91,2
5658,15763381,Chan,496,0,1,30,90963.49,1,0,1,27802.0,2
6493,15643121,Chu,753,2,0,35,82453.96,2,0,0,18254.75,2
7979,15709142,Sagese,608,0,0,30,91057.37,2,1,0,132973.17,2
1086,15646513,DMITRI,803,1,1,42,0.0,1,1,0,196466.83,2
5889,15804797,Gilleland,443,1,0,54,138547.97,1,1,1,70196.23,2
9716,15762573,Bednall,680,1,0,34,0.0,2,1,0,98949.85,2
8058,15620836,Lo Duca,816,0,0,34,108410.87,2,1,0,102908.91,2
1403,15613282,FIDELLA,757,2,1,29,130306.49,1,1,0,77469.38,2
9828,15807312,Hsia,602,2,1,33,0.0,2,0,1,64038.34,2
3978,15813894,TAMARA,620,2,1,21,0.0,2,0,0,154882.79,2
3653,15654341,RUTH,542,2,1,34,101116.06,1,1,0,196395.05,2
4457,15724428,ZAHUR,544,0,1,40,0.0,2,1,0,61581.2,2
4913,15792228,Onwumelu,748,0,1,60,152335.7,1,1,0,126743.33,1
2580,15597896,LUCIO,365,2,1,30,127760.07,1,1,0,81537.85,2
2289,15579166,KITRA,619,1,0,30,70729.17,1,1,1,160948.87,2
8302,15766017,Brookman,615,0,1,58,72309.3,1,1,1,85687.09,2
2091,15602551,KAEL,667,2,1,39,0.0,2,1,0,68873.8,2
5819,15667971,Shepherd,592,2,0,34,102143.93,2,1,1,102628.98,2
2930,15729054,MINDA,744,2,1,32,96106.83,1,1,1,79812.77,2
257,LP001849,AREN,727,2,1,34,0.0,2,1,1,198637.34,2
3839,15778154,SIMA,628,2,1,50,122227.71,1,0,1,14217.77,2
6050,15625905,Griffen,592,0,1,41,0.0,2,1,0,65906.07,2
9863,15651958,Giles,756,2,1,27,0.0,2,1,1,157932.75,2
4101,15693322,TIP,635,1,0,37,146748.07,1,0,1,11407.58,2
7978,15588341,Chigozie,647,1,1,47,99835.17,1,0,1,89103.05,2
3040,15666141,NALO,829,2,0,26,101440.36,2,1,1,19324.5,2
335,LP002103,AVI,626,2,0,37,108269.37,1,1,0,5597.94,2
7054,15815271,Ritchie,755,2,1,43,165048.5,3,1,0,16929.41,2
9618,15583692,Chan,591,2,0,35,90194.34,2,1,0,57064.57,2
6940,15807433,Zubarev,570,0,0,43,0.0,2,0,1,11417.26,2
6769,15594039,Lung,599,2,1,42,0.0,2,1,0,113868.4,2
780,LP001923,CIANNA,679,1,0,35,119182.73,1,0,0,121210.09,2
4278,15797910,VINNY,775,1,1,51,123783.25,1,1,1,134901.57,2
1508,15577274,GANYA,549,1,0,43,134985.66,1,1,0,6101.41,2
3777,15652218,SHANNON,750,1,1,33,152302.72,1,1,0,71333.44,2
2207,15597901,KELTON,609,2,1,34,0.0,1,1,1,181177.9,2
6837,15591344,Donnelly,715,2,1,42,0.0,2,1,1,128745.69,2
8462,15758769,Coffey,625,2,0,44,0.0,1,1,0,4791.8,2
4431,15654379,YONAH,588,2,1,59,0.0,2,1,1,27435.41,2
7924,15773273,Runyon,730,2,1,38,118866.36,1,1,1,163317.5,2
8250,15727421,Anayolisa,586,0,0,38,0.0,2,1,1,37935.83,2
8448,15792627,Reid,765,0,0,33,84557.82,1,1,1,69039.43,2
6062,15758023,Grigoryeva,544,1,1,47,105245.21,1,0,0,99922.08,2
4644,15672594,Stevenson,597,0,0,60,131778.08,1,0,0,10703.53,1
3547,15653753,RHODA,542,0,1,43,113567.94,1,1,0,89543.25,2
7177,15654625,Wilson,495,2,1,39,120252.02,2,1,1,10160.23,2
5142,15662500,Ts'ao,774,2,1,32,0.0,2,1,0,10604.48,2
1262,15794870,EMANUEL,744,1,1,38,73023.17,2,1,0,78770.86,2
2129,15605835,KARLA,743,2,1,37,69143.91,2,0,1,105780.18,2
9749,15680201,Marcelo,627,0,1,24,102773.2,2,1,0,56793.02,2
2850,15579262,MELCHIOR,497,0,1,41,0.0,1,0,0,22074.48,2
4169,15690796,TRYPHENA,516,1,1,37,0.0,1,1,0,101834.58,2
5356,15773751,Y?,597,1,0,29,132144.35,1,1,0,158086.33,2
993,15724563,DEBBY,752,1,0,42,65046.08,2,0,1,140139.28,2
5499,15726774,Field,563,0,1,35,106250.72,1,0,0,39546.32,2
6715,15588933,Nwankwo,825,2,0,36,146053.66,1,1,1,138344.7,2
2055,15730868,JUANA,747,2,1,41,0.0,2,1,1,22750.17,2
9334,15714680,Bianchi,755,2,0,78,121206.96,1,1,1,76016.49,2
1537,15794014,GAZIT,838,0,0,34,0.0,2,1,0,27472.07,2
9072,15610643,De Luca,435,2,1,44,151739.65,1,1,0,167461.5,2
488,LP002547,BO,542,2,1,39,135096.77,1,1,1,14353.43,2
9229,15749679,Beck,699,2,1,39,109724.38,1,1,1,180022.39,2
7326,15787229,Samsonova,761,1,0,34,0.0,2,1,0,61251.25,2
6006,15589323,Law,636,1,0,24,0.0,2,0,1,38830.72,2
7231,15805627,Nebechukwu,670,0,1,37,0.0,2,1,1,54229.74,2
7236,15629750,Artyomova,697,1,1,35,133087.76,1,1,0,64771.61,2
2891,15689616,MIA,586,1,1,34,168094.01,1,0,0,20058.61,2
579,LP002877,BUFFY,593,0,0,41,0.0,1,1,0,65170.66,2
652,LP001210,CARMEL,720,2,1,52,0.0,1,1,1,14781.12,2
273,LP001892,ARLYNDA,811,1,0,34,149297.19,2,1,1,186339.74,2
8084,15684011,Miller,576,0,1,29,130575.26,1,0,1,173629.78,2
7811,15771059,Welch,756,1,0,34,148200.72,1,0,0,194584.48,2
1998,15624781,JIHAN,672,2,0,34,142151.75,2,1,1,168753.34,2
7050,15597709,Hornung,602,2,0,39,154121.32,2,1,0,176614.86,2
2437,15592645,LELA,704,1,1,37,0.0,2,0,0,25684.93,2
2007,15745543,JOANN,687,2,1,39,0.0,2,1,0,26848.25,2
6878,15695148,Ibeabuchi,614,1,0,37,0.0,2,1,1,62023.1,2
4609,15614103,Colombo,850,1,1,42,119839.69,1,0,1,51016.02,2
7482,15778589,Collier,626,2,1,34,113014.7,2,1,1,56646.28,2
1947,15698321,JASPER,648,2,1,34,95039.73,2,1,1,147055.87,2
7416,15635598,Hsieh,812,2,1,29,0.0,2,0,0,168023.6,2
1202,15651052,EFRAT,399,2,1,46,127655.22,1,1,0,139994.68,1
3814,15665402,SHILOH,703,2,1,73,137761.55,1,1,1,159677.46,2
4034,15569079,TEMPLETON,632,0,1,48,126066.26,1,1,0,64345.61,1
7474,15638272,Tien,609,1,1,32,99883.16,1,1,1,120594.85,2
3668,15807340,SADIKI,525,1,1,33,131023.76,2,0,0,55072.93,2
1731,15643438,HEDWIG,850,0,1,20,0.0,2,1,0,31288.77,2
8710,15713517,Otitodilinna,529,0,1,39,102025.08,2,1,0,12351.01,2
5568,15787222,Ch'in,676,2,1,28,69459.05,2,1,1,128461.29,2
6838,15605455,Tai,664,0,1,40,0.0,2,1,0,194767.3,2
3813,15790267,SHIELA,625,0,0,40,141267.67,1,0,1,177397.49,2
6741,15618816,Yu,670,1,0,40,147171.2,1,0,1,69850.04,2
4677,15610271,Andreev,684,1,0,42,103210.27,1,1,0,31002.03,2
1284,15609510,EPHRAIM,669,2,1,45,149364.58,1,0,1,173454.07,2
1456,15784280,FRANK,686,2,1,35,109342.82,2,0,1,86043.27,2
5323,15699830,Doherty,721,1,0,40,0.0,2,1,1,122580.48,2
9793,15787168,Y?,819,0,0,28,168253.21,1,1,1,102799.14,2
191,LP001653,ANALISE,715,2,0,41,0.0,2,0,0,92982.61,2
4646,15782144,Gilroy,522,0,0,34,0.0,2,1,1,3894.34,2
566,LP002833,BRUCE,543,0,1,36,0.0,2,1,1,141210.5,2
2502,15753370,LINDA,691,1,0,38,114753.76,1,1,0,107665.02,2
9369,15670492,Gordon,737,0,1,28,0.0,2,1,0,106390.01,2
49,LP001146,ADLI,550,1,1,38,3440.0,1,0,1,2645.0,2
1612,15781553,GLYNIS,760,1,0,49,91502.99,1,1,0,117232.9,1
9483,15599211,Findlay,707,0,1,40,0.0,2,1,0,14090.4,2
6822,15704209,Noble,802,1,0,39,120145.96,2,0,1,59497.01,2
2044,15642544,JOSHWA,723,0,1,34,0.0,2,0,1,12092.03,2
378,LP002223,BARRETTA,572,1,1,35,152390.26,1,1,0,128123.66,2
4414,15596575,YELENA,615,2,1,39,113193.51,2,1,1,52166.25,2
5608,15771728,Mackenzie,641,0,1,41,104405.54,3,1,0,17384.21,2
4088,15659962,TIA,637,2,1,60,0.0,2,1,1,70174.03,2
6756,15683483,Fleming,812,2,1,38,127117.8,2,1,1,174822.74,2
1496,15580845,GALE,685,2,1,57,101868.51,1,0,1,113483.96,2
2082,15809143,JUSTIN,456,0,1,32,133060.63,1,1,1,125167.92,2
7613,15599535,Howell,678,1,1,28,138668.18,1,1,1,54144.01,2
2202,15682435,KELLEY,600,2,1,35,143744.77,2,1,0,104076.51,2
1383,15617982,FELICITY,661,2,0,42,0.0,2,1,0,35989.41,2
8961,15657957,Hughes,602,0,0,26,113674.2,1,1,0,197861.16,2
4738,15615140,Corson,791,1,1,36,111168.97,1,1,1,189969.91,2
6949,15803750,Ball,750,2,0,33,161801.47,1,0,1,153288.97,2
3087,15674206,NEENA,716,2,0,22,0.0,2,1,1,92606.98,2
4340,15605293,WILFRED,559,1,0,43,0.0,2,1,1,196645.87,2
8340,15658100,Piccio,695,2,0,42,0.0,2,0,1,140724.64,2
6153,15735080,Cummins,508,2,0,64,0.0,1,1,1,6076.62,2
5462,15589563,Purdy,531,1,1,31,118899.45,2,0,0,41409.36,2
7806,15672499,Iadanza,635,0,1,34,134692.4,2,1,1,83773.02,2
5229,15791925,Palermo,751,1,1,29,147737.63,1,0,1,94951.27,2
2686,15672115,MALOMO,679,2,1,60,0.0,2,1,1,77331.77,2
5726,15693996,Hawks,507,2,0,33,113452.66,1,0,0,142911.99,2
8052,15697801,Sokolova,605,1,0,56,74129.18,2,1,1,62199.78,2
7656,15594651,Milani,748,2,1,38,115221.36,1,0,1,70956.75,2
8545,15567725,Kodilinyechukwu,689,0,0,46,52016.08,2,1,1,72993.65,2
4008,15645496,TATIANA,648,0,0,43,139972.18,1,1,0,143668.58,2
8196,15706537,Pirogov,577,2,0,59,111396.97,1,0,1,191070.01,2
6986,15586699,Thomson,825,0,1,32,0.0,2,0,0,9751.03,2
9699,15771477,Fiorentini,779,2,1,49,106160.37,1,0,0,116893.87,1
6489,15598097,Johnstone,550,0,1,44,0.0,2,1,0,26257.01,2
2588,15601892,LUIS,563,2,1,33,0.0,2,0,1,68815.05,2
8222,15774358,Robertson,443,0,1,59,110939.3,1,1,0,72846.58,1
4535,15629475,ZWI,656,1,1,41,0.0,2,1,0,158973.77,2
5417,15809830,Belisario,630,0,1,50,0.0,2,0,1,79377.45,2
2285,15766765,KISHA,664,0,1,39,60263.23,1,1,0,170835.32,2
3359,15750638,PENNIE,705,2,0,33,116765.7,1,0,0,190659.17,2
835,LP002212,COLIGNY,633,2,0,30,0.0,2,0,0,41642.29,2
5668,15719017,Donaldson,672,2,0,34,0.0,2,1,1,16245.25,2
8047,15693877,Stewart,811,1,0,47,123365.34,2,0,0,171995.34,2
3170,15688172,NOVIA,677,1,1,40,0.0,2,1,0,88947.56,2
8019,15616676,Donnelly,632,2,1,23,122478.51,1,1,0,147230.77,2
556,LP002792,BRITTANY,590,1,0,51,154962.99,3,0,1,191932.27,2
266,LP001875,ARIEN,531,2,0,36,99240.51,1,1,0,123137.01,2
3638,15809320,RUBY,845,0,0,52,0.0,1,1,0,31726.76,1
1110,15616330,DONNY,595,0,1,31,0.0,2,1,0,189995.86,2
7347,15720644,Martin,789,2,1,27,0.0,2,1,0,103603.65,2
7458,15668889,Galgano,665,1,0,43,116322.27,4,1,0,35640.12,2
160,LP001552,AMALIA,631,0,0,33,5625.0,1,0,0,4583.0,2
1107,15618182,DONNA,678,2,0,38,0.0,2,0,0,115068.99,2
231,LP001765,ANNICK,673,2,1,72,0.0,2,0,1,111981.19,2
7468,15803682,Angelo,651,1,0,37,117791.06,2,1,1,75837.58,2
6643,15724924,Giordano,589,0,0,37,138497.84,1,0,1,18988.58,2
9803,15744295,Hao,756,2,1,40,94773.11,1,1,0,114279.63,2
3072,15581654,NATSU,798,2,1,32,0.0,2,0,1,37731.95,2
9544,15613518,Bellucci,647,2,0,35,112668.7,1,0,1,122584.29,2
7071,15608595,Lo Duca,748,0,0,39,157371.54,1,0,1,97734.3,2
9521,15673180,Onyekaozulu,727,1,0,18,93816.7,2,1,0,126172.11,2
4814,15723858,Schiavone,517,2,1,39,0.0,2,0,1,12465.51,2
7855,15801256,Bazhenov,746,0,1,49,0.0,2,0,1,10096.25,2
2114,15686255,KANDE,738,0,1,35,101744.84,1,0,0,85185.44,2
2586,15612030,LUDWIG,724,2,1,28,0.0,2,1,1,100240.2,2
1825,15770498,IGGY,798,2,0,37,111723.08,1,1,1,83478.12,2
1814,15637131,IANTHE,829,0,1,38,0.0,2,1,0,30529.88,2
8311,15752809,De Mestre,702,0,1,43,116121.67,1,1,0,61602.42,2
4521,15605826,ZOEY,652,1,1,46,121063.8,3,1,0,151481.86,2
4569,15672875,Piccio,584,0,1,32,40172.91,1,1,1,137439.34,2
7038,15789611,Lin,568,1,1,46,150836.92,1,0,0,64516.8,2
3586,15741745,ROCKY,757,0,1,28,120911.75,2,1,1,131249.46,2
2008,15727384,JOANNA,705,0,0,43,146547.78,1,0,1,10072.55,2
8850,15721433,Hixson,664,2,0,38,74306.19,2,1,0,154395.56,2
126,LP001443,ALFRED,432,2,1,42,0.0,1,1,0,3692.0,2
1150,15773906,DULCINEA,655,2,1,38,0.0,2,0,0,110527.71,2
9099,15713559,Onyemauchechukwu,473,1,0,32,146602.25,2,1,1,72946.95,2
1122,15672704,DOROTHEA,809,2,0,24,0.0,2,1,0,193518.76,2
248,LP001819,APPOLLO,545,1,0,26,0.0,2,1,1,199638.56,2
9372,15781987,Akhtar,641,0,1,31,112494.99,1,1,1,32231.6,2
2093,15757408,KAETHE,655,1,1,38,250898.09,3,0,1,81054.0,2
9535,15795488,Beneventi,773,2,1,52,0.0,2,1,0,57337.79,2
5236,15608528,Munro,645,0,0,68,0.0,4,1,1,176353.87,2
3275,15596984,OSIAS,629,0,0,31,0.0,1,1,1,16447.6,2
6553,15636407,Beatham,793,1,0,34,127758.09,1,1,0,143357.03,2
9971,LP001046,Thompson,518,0,1,42,151027.05,2,1,0,119377.36,2
694,LP001419,CELESTYN,589,2,1,34,0.0,2,1,1,177896.92,2
5368,15742848,Gratton,673,0,1,41,0.0,1,1,1,65657.29,2
5054,15674433,Allan,636,2,0,28,115265.14,1,0,0,191627.85,2
9299,15648047,Williamson,742,1,1,27,190125.43,2,0,0,21793.59,2
500,LP002602,BOWIE,570,0,0,58,0.0,1,0,1,116503.92,2
7399,15577771,Akabueze,453,1,0,40,111524.49,1,1,1,120373.84,2
6576,15651883,Genovesi,794,0,0,55,115796.7,1,1,0,160526.36,1
